0.2695161 -0.1350623 -0.04669902 -0.9523332|-0.08167972 0.6440352 -0.05179983 0.758857|-0.2076119 -0.6718554 0.2256814 0.6742222|-0.1574385 0.9771528 -0.1027301 0.09915709|-0.6925811 -0.08526079 -0.05693644 0.714017|-0.6793401 -0.04430543 0.05165108 0.7306616
0.2696314 -0.1349415 -0.04661652 -0.9523218|-0.08245459 0.646681 -0.04776819 0.7567849|-0.2109244 -0.6751892 0.2266217 0.6695319|-0.1575015 0.9771475 -0.1027686 0.09906884|-0.6925691 -0.0852543 -0.05691266 0.7140313|-0.6793664 -0.04429796 0.05161303 0.7306402
0.2695703 -0.1347632 -0.04654148 -0.952368|-0.08305116 0.6495004 -0.04152096 0.7546707|-0.2170085 -0.6787781 0.227505 0.6636333|-0.1575497 0.9771453 -0.1028326 0.09894806|-0.6925822 -0.0851795 -0.05683294 0.7140338|-0.6793548 -0.04427955 0.05165308 0.7306493
0.2693554 -0.134639 -0.04640882 -0.9524528|-0.08480764 0.6517414 -0.03642536 0.7528042|-0.2198781 -0.6795176 0.2277157 0.6618573|-0.1576399 0.977116 -0.1029513 0.09897027|-0.6925719 -0.08521881 -0.056849 0.7140379|-0.6793323 -0.04424274 0.05164393 0.7306731
0.2692232 -0.1345621 -0.04651257 -0.9524959|-0.08587805 0.6529231 -0.0321343 0.7518536|-0.2206858 -0.6798784 0.2285751 0.660921|-0.1575583 0.977102 -0.1031071 0.09907606|-0.6925671 -0.085122 -0.05682837 0.7140558|-0.67938 -0.0442419 0.05163744 0.7306292
0.2690383 -0.1345691 -0.04658544 -0.9525437|-0.08575915 0.6530304 -0.0279541 0.751941|-0.2185551 -0.6804973 0.2293768 0.6607143|-0.1575651 0.9770862 -0.1033419 0.09897607|-0.6925787 -0.08522239 -0.05685936 0.7140301|-0.6793433 -0.04426297 0.05167016 0.7306597
0.2689697 -0.1346366 -0.04661934 -0.9525518|-0.08740916 0.6524804 -0.02828662 0.752216|-0.2139737 -0.6812788 0.2294935 0.6613677|-0.1575371 0.9771106 -0.1033462 0.09877487|-0.692569 -0.08519075 -0.05680059 0.7140479|-0.6793881 -0.04421986 0.05170476 0.7306182
0.2691236 -0.134821 -0.0466016 -0.9524832|-0.08824781 0.6517411 -0.03023847 0.7526829|-0.2074468 -0.68263 0.2282657 0.6624779|-0.1575634 0.9771141 -0.1034016 0.09864037|-0.6925447 -0.08521422 -0.05687081 0.7140631|-0.6793675 -0.04424895 0.05165794 0.7306389
0.2693803 -0.1349119 -0.04665422 -0.9523951|-0.08810636 0.6507846 -0.03249731 0.7534325|-0.2016549 -0.6841611 0.2271928 0.6630553|-0.1576271 0.9771136 -0.1034314 0.09851195|-0.692531 -0.08522759 -0.05692725 0.7140703|-0.6793619 -0.04419647 0.0517308 0.7306421
0.269654 -0.1350832 -0.04668814 -0.9522918|-0.08760317 0.6496747 -0.03453048 0.7543581|-0.1965223 -0.6856956 0.2271408 0.6630291|-0.1576804 0.9771279 -0.1033148 0.09840798|-0.6925468 -0.08518869 -0.0568391 0.7140666|-0.6793128 -0.04422929 0.05167737 0.7306896
0.2698805 -0.1352472 -0.0467569 -0.9522009|-0.08734628 0.6490418 -0.03574212 0.7548761|-0.1947813 -0.6859754 0.2282188 0.6628833|-0.1576674 0.9771316 -0.1032353 0.09847504|-0.6925005 -0.08522891 -0.05690251 0.7141017|-0.679299 -0.04423641 0.05166407 0.730703
0.2700249 -0.1353884 -0.04688287 -0.9521337|-0.08717521 0.6487902 -0.03718819 0.7550422|-0.1937016 -0.6851036 0.2292011 0.6637617|-0.157611 0.9771506 -0.1030634 0.09855702|-0.6925008 -0.08520579 -0.05691069 0.7141035|-0.6793075 -0.04424554 0.05171679 0.7306909
0.2701091 -0.1354834 -0.04703071 -0.9520891|-0.08738436 0.6488335 -0.03871785 0.754904|-0.1927591 -0.6843523 0.2304902 0.6643645|-0.1576054 0.9771377 -0.1030477 0.09870923|-0.6925045 -0.0852528 -0.05692485 0.7140932|-0.6793052 -0.04423514 0.05165477 0.730698
0.2702687 -0.1356356 -0.04718957 -0.9520142|-0.0888876 0.6497071 -0.04052707 0.7538815|-0.192269 -0.6833022 0.2322628 0.6649697|-0.1575468 0.977159 -0.1029342 0.09871164|-0.6924787 -0.08529684 -0.05697455 0.7141089|-0.679306 -0.04422358 0.0516886 0.7306955
0.2703277 -0.135753 -0.04722678 -0.9519789|-0.09039132 0.6509637 -0.04196397 0.7525389|-0.1910759 -0.6831206 0.2334156 0.6650965|-0.1575064 0.9771972 -0.1028198 0.09851634|-0.6924658 -0.08529628 -0.05695916 0.7141228|-0.6792896 -0.04426581 0.0516435 0.7307113
0.2704212 -0.1359494 -0.04727899 -0.9519217|-0.09138633 0.6523415 -0.04244906 0.7511972|-0.1897466 -0.6833948 0.2337607 0.6650742|-0.1574854 0.9772278 -0.1026712 0.09840109|-0.6924183 -0.0853301 -0.05693808 0.7141664|-0.6792216 -0.04427795 0.05161057 0.7307763
0.2704798 -0.1361957 -0.04696179 -0.9518855|-0.09186223 0.6536266 -0.04198021 0.7500476|-0.1895265 -0.6847083 0.2329967 0.6640534|-0.1575529 0.9772327 -0.1024945 0.09842902|-0.6923801 -0.08527306 -0.05697249 0.7142076|-0.679184 -0.04426019 0.05154203 0.730817
0.2704219 -0.1363752 -0.04682041 -0.9518833|-0.09206113 0.6547033 -0.04083165 0.749147|-0.1898611 -0.6856031 0.2326489 0.6631559|-0.1575002 0.977246 -0.1024315 0.09844621|-0.692342 -0.08530357 -0.05700372 0.7142384|-0.6791737 -0.04428966 0.05148691 0.7308287
0.2704161 -0.136519 -0.04661273 -0.9518745|-0.09170439 0.6555771 -0.03931025 0.7485077|-0.1903198 -0.6867427 0.2316594 0.6621909|-0.1574446 0.9772593 -0.1023573 0.09848072|-0.6922655 -0.08534981 -0.05705628 0.7143028|-0.6790813 -0.04429057 0.05149452 0.730914
0.2703916 -0.1366524 -0.04658791 -0.9518635|-0.09055796 0.6561555 -0.03763717 0.7482263|-0.1897451 -0.6879234 0.2299421 0.6617286|-0.1573681 0.9772558 -0.1023584 0.09863704|-0.6921735 -0.08532666 -0.05696496 0.714402|-0.6790185 -0.04433252 0.05146217 0.7309721
0.2703322 -0.1366622 -0.04665766 -0.9518756|-0.08923607 0.6563855 -0.0361524 0.7482566|-0.1889641 -0.6887799 0.228595 0.6615279|-0.157278 0.9772645 -0.1023143 0.09873927|-0.6921759 -0.08526706 -0.05698148 0.7144055|-0.6789828 -0.04434371 0.05147888 0.7310035
0.2704301 -0.1366506 -0.0468189 -0.9518415|-0.08696198 0.6557629 -0.03454375 0.7491459|-0.18827 -0.6889243 0.2275336 0.6619412|-0.1573128 0.9772565 -0.102188 0.09889475|-0.6920728 -0.08531534 -0.05694894 0.7145022|-0.6789387 -0.04438702 0.05145834 0.7310431
0.2704624 -0.1366215 -0.04711588 -0.9518219|-0.08478977 0.6554301 -0.03275172 0.7497663|-0.1874826 -0.6889973 0.2272066 0.662201|-0.1573021 0.977252 -0.1019978 0.09915153|-0.6920516 -0.08520004 -0.05695356 0.7145361|-0.6788852 -0.04431497 0.05142197 0.7310998
0.2705553 -0.1367206 -0.04730793 -0.9517717|-0.08216991 0.6547828 -0.03038055 0.7507228|-0.1866363 -0.6888461 0.2286401 0.662104|-0.1573245 0.9772515 -0.1018174 0.09930651|-0.692021 -0.08522123 -0.05696974 0.7145619|-0.6788406 -0.0444801 0.05141733 0.7311315
0.2706322 -0.1367155 -0.04745173 -0.9517434|-0.08000109 0.6543733 -0.02835278 0.751393|-0.1864588 -0.6889266 0.230252 0.6615114|-0.1572475 0.9772676 -0.1017194 0.09937056|-0.691909 -0.08524363 -0.05692419 0.7146714|-0.6787827 -0.04442525 0.0514375 0.7311872
0.270566 -0.1368117 -0.0475625 -0.9517429|-0.0783136 0.6543508 -0.02629022 0.7516654|-0.1862209 -0.6891199 0.2313181 0.661005|-0.1571983 0.9772797 -0.1016015 0.09944918|-0.6917935 -0.08507189 -0.05704824 0.7147937|-0.6787972 -0.04446412 0.05134677 0.7311777
0.2704842 -0.1369175 -0.04774604 -0.9517417|-0.07667945 0.6544001 -0.02413584 0.7518632|-0.186093 -0.6893855 0.232289 0.6604233|-0.1571835 0.9772664 -0.1014357 0.0997729|-0.6917153 -0.08508303 -0.05707499 0.7148659|-0.6786955 -0.04442152 0.05135985 0.7312738
0.2703999 -0.136994 -0.04794116 -0.9517449|-0.0754151 0.6547192 -0.02232536 0.7517692|-0.1859793 -0.6897044 0.2329643 0.6598843|-0.1571081 0.9772824 -0.1011566 0.1000175|-0.6916091 -0.08515308 -0.05702794 0.7149641|-0.6787277 -0.04443889 0.05133929 0.7312443
0.2701786 -0.1370725 -0.04810559 -0.9517881|-0.07426948 0.6553851 -0.02071044 0.7513492|-0.1859511 -0.6901623 0.2331838 0.6593357|-0.1571878 0.9772888 -0.100793 0.1001972|-0.6915414 -0.08511263 -0.0570828 0.71503|-0.6787234 -0.04447474 0.05135092 0.7312453
0.2701162 -0.1369728 -0.04826194 -0.9518123|-0.07185453 0.6558981 -0.01758999 0.7512158|-0.1862557 -0.6904374 0.2330897 0.6589948|-0.157182 0.9772766 -0.1006239 0.1004943|-0.6916016 -0.0851586 -0.05711474 0.7149638|-0.6786941 -0.04443648 0.05130712 0.7312778
0.270065 -0.1369865 -0.04846176 -0.9518147|-0.06813607 0.6557916 -0.01213817 0.7517629|-0.1865584 -0.6905916 0.2324581 0.6589708|-0.1571641 0.9772552 -0.1004484 0.1009059|-0.6914688 -0.08511175 -0.05717254 0.7150932|-0.6786924 -0.04442559 0.05138098 0.7312749
0.2700355 -0.1367157 -0.04855774 -0.951857|-0.06289045 0.6551167 -0.004574788 0.7528918|-0.1868529 -0.6906007 0.2317784 0.6591172|-0.1572267 0.9772351 -0.1003219 0.1011282|-0.6914731 -0.08507664 -0.05713174 0.7150964|-0.6786624 -0.04445549 0.05131593 0.7313056
0.2700945 -0.1363918 -0.04872904 -0.9518781|-0.05941672 0.6545705 0.001527099 0.753661|-0.1872745 -0.6902654 0.2303041 0.6598651|-0.1572588 0.9772318 -0.1000971 0.1013324|-0.6914135 -0.08510645 -0.0571361 0.7151502|-0.6786551 -0.04441932 0.05124644 0.7313194
0.2701525 -0.13608 -0.04873507 -0.9519059|-0.05780696 0.6545213 0.00665703 0.7538009|-0.1874028 -0.6900991 0.2287675 0.6605368|-0.157318 0.9772325 -0.09979828 0.1015282|-0.6913142 -0.08513975 -0.0572291 0.7152348|-0.6786623 -0.04443043 0.05129668 0.7313085
0.2702896 -0.1355188 -0.0487199 -0.9519478|-0.05784497 0.6550888 0.009421582 0.7532754|-0.1869359 -0.6901038 0.2258757 0.6616585|-0.1573759 0.9772261 -0.09953081 0.1017629|-0.6912478 -0.08514144 -0.05721849 0.7152995|-0.6785856 -0.04445855 0.05131415 0.7313768
0.2703682 -0.1349576 -0.04865322 -0.9520087|-0.05899458 0.6561776 0.01147006 0.7522095|-0.1860216 -0.6903445 0.2231814 0.6625788|-0.1574041 0.97723 -0.09922004 0.101985|-0.6912487 -0.08518232 -0.05720663 0.7152949|-0.6785101 -0.04450629 0.05130558 0.7314444
0.2705504 -0.1343216 -0.04857136 -0.952051|-0.05993994 0.6574448 0.01408604 0.7509828|-0.1843789 -0.6908826 0.2198101 0.6636031|-0.1574432 0.9772711 -0.09881523 0.1019233|-0.6912098 -0.08519658 -0.05719684 0.7153314|-0.6784627 -0.04449233 0.05129009 0.7314904
0.2706946 -0.1336081 -0.04853178 -0.9521124|-0.06000988 0.6583627 0.01750613 0.7501006|-0.1821933 -0.6916662 0.2162819 0.6645493|-0.157399 0.9773126 -0.0984204 0.1019762|-0.6911584 -0.08521299 -0.05717968 0.7153805|-0.6784102 -0.04447373 0.05133728 0.7315369
0.271106 -0.132794 -0.04871813 -0.9520997|-0.05981103 0.6590719 0.02115711 0.7493992|-0.1799273 -0.6924164 0.2130803 0.665419|-0.1572674 0.9773658 -0.09776232 0.1023019|-0.6911209 -0.08519699 -0.05724833 0.7154133|-0.6783715 -0.04445172 0.0513633 0.7315722
0.2716752 -0.1319809 -0.04893977 -0.9520392|-0.06150066 0.659153 0.02249938 0.7491521|-0.176051 -0.6934524 0.2094253 0.6665365|-0.157164 0.9774055 -0.09707039 0.1027394|-0.6911178 -0.0852035 -0.05727428 0.7154133|-0.6783357 -0.04453173 0.05134854 0.7316017
0.2723801 -0.1309406 -0.0491789 -0.9519691|-0.0638384 0.6579005 0.02304398 0.7500404|-0.170897 -0.6943459 0.2053812 0.668204|-0.1571794 0.9774073 -0.0964717 0.1032611|-0.6911386 -0.0851864 -0.05729529 0.7153936|-0.678364 -0.04453085 0.05137745 0.7315735
0.2732171 -0.1299754 -0.04912573 -0.9518642|-0.0637079 0.6555339 0.02502814 0.7520573|-0.1647812 -0.6948945 0.2013259 0.6704004|-0.1572883 0.9774113 -0.0959673 0.1035267|-0.6910273 -0.08518409 -0.05725137 0.7155048|-0.6783757 -0.0445407 0.05143732 0.7315578
0.2740607 -0.1291973 -0.04902084 -0.9517331|-0.06154675 0.6533669 0.027983 0.7540163|-0.1580578 -0.6952749 0.196949 0.6729203|-0.1571446 0.9774517 -0.09551197 0.1037845|-0.6909693 -0.08516076 -0.05730479 0.7155594|-0.678343 -0.04455054 0.05140155 0.73159
0.2747011 -0.1284443 -0.04881727 -0.9516608|-0.05847875 0.650363 0.03027381 0.7567639|-0.1491253 -0.6955845 0.1923597 0.6759598|-0.1569745 0.9775109 -0.09489497 0.1040504|-0.6909921 -0.08519737 -0.05735281 0.7155293|-0.6783109 -0.04457922 0.05140018 0.7316182
0.275243 -0.1279225 -0.04869911 -0.9515806|-0.05551985 0.6473335 0.03205549 0.759506|-0.1393943 -0.6953192 0.1888947 0.6792784|-0.1568782 0.9775314 -0.0944403 0.1044159|-0.6910232 -0.08528902 -0.05734519 0.7154889|-0.6783324 -0.0446248 0.05140265 0.7315952
0.2754351 -0.1272488 -0.04878036 -0.9516112|-0.05203439 0.6432547 0.03241042 0.7631942|-0.1291779 -0.6946133 0.1864222 0.6826949|-0.1569389 0.9775171 -0.09388183 0.10496|-0.691049 -0.08519886 -0.05728664 0.7154794|-0.6782972 -0.04456327 0.05139718 0.731632
0.2757334 -0.1266739 -0.04904523 -0.9515879|-0.04795367 0.6387728 0.0315068 0.7672529|-0.1183211 -0.6937151 0.1847007 0.6860359|-0.156912 0.9775322 -0.0930742 0.1055774|-0.6910279 -0.08522408 -0.05735679 0.7154911|-0.6782522 -0.04459033 0.05141865 0.7316705
0.2759336 -0.1261013 -0.04931268 -0.9515921|-0.04301528 0.6343144 0.02956106 0.7713113|-0.1075304 -0.6927927 0.1831346 0.6891569|-0.1569923 0.9775429 -0.09242819 0.1059263|-0.6910271 -0.08515979 -0.05741845 0.7154946|-0.6782052 -0.04459551 0.05140894 0.7317145
0.2764164 -0.1254988 -0.04972871 -0.95151|-0.03724855 0.6301361 0.02658486 0.775135|-0.09555627 -0.6912163 0.1828921 0.6925601|-0.1569575 0.9775784 -0.09161846 0.1063529|-0.6909923 -0.08502176 -0.05752946 0.7155357|-0.678202 -0.04450832 0.05146419 0.7317189
0.277108 -0.1250454 -0.05019372 -0.9513441|-0.03095102 0.6260173 0.02374887 0.7788327|-0.08226611 -0.6888443 0.1834952 0.6964592|-0.1568322 0.9775758 -0.09099244 0.1070962|-0.6909844 -0.08510485 -0.05750296 0.7155356|-0.6781923 -0.04458083 0.0515149 0.7317199
0.277995 -0.124661 -0.0506694 -0.9511105|-0.02225148 0.6218992 0.02028003 0.7825184|-0.06885767 -0.6864234 0.1836931 0.7002417|-0.1567329 0.9775986 -0.09029855 0.1076194|-0.6909832 -0.08514854 -0.05742397 0.7155379|-0.6782286 -0.04457713 0.05159152 0.731681
0.2787482 -0.1242389 -0.05100171 -0.9509275|-0.01244399 0.6175247 0.01707676 0.7862676|-0.05333935 -0.6832758 0.184625 0.7044167|-0.156639 0.9776517 -0.08974984 0.1077335|-0.6909421 -0.08525693 -0.05741676 0.7155652|-0.6781822 -0.04451949 0.05154942 0.7317305
0.2796118 -0.1239163 -0.05109939 -0.9507108|-0.002615269 0.613019 0.01406778 0.7899386|-0.03714379 -0.6796806 0.1854289 0.7087106|-0.1564715 0.9776853 -0.08923374 0.1080994|-0.6908486 -0.08521413 -0.05749246 0.7156545|-0.6782084 -0.0445505 0.05152436 0.7317063
0.2803121 -0.1238048 -0.05097087 -0.9505259|0.00854841 0.6083016 0.008062189 0.793619|-0.0192732 -0.6753121 0.1856287 0.7135293|-0.1561268 0.9776785 -0.08869322 0.1090999|-0.6908367 -0.08524912 -0.05752404 0.7156593|-0.6782729 -0.04453992 0.05159824 0.7316418
0.2810009 -0.1238632 -0.05073211 -0.9503277|0.01722857 0.6037498 0.001536826 0.7969862|-0.0003229677 -0.6701267 0.1864888 0.7184373|-0.1559501 0.9776429 -0.08821715 0.1100532|-0.6907254 -0.08516021 -0.05758523 0.7157724|-0.6782176 -0.04458302 0.05162165 0.7316887
0.2814952 -0.1241217 -0.05071009 -0.9501488|0.02508894 0.5995398 -0.00660309 0.7999244|0.01883743 -0.6640772 0.1883675 0.7233011|-0.1556693 0.9776477 -0.08768303 0.110832|-0.6906434 -0.0852184 -0.05747887 0.7158531|-0.6782196 -0.0445818 0.05164636 0.7316853
0.2818013 -0.1243554 -0.05095613 -0.9500144|0.03225279 0.5961314 -0.01910644 0.8020113|0.03814438 -0.6578168 0.1910471 0.727546|-0.1555727 0.9775884 -0.08731279 0.111779|-0.690578 -0.08518284 -0.05744707 0.715923|-0.6782475 -0.04452233 0.0516567 0.7316623
0.2819417 -0.124339 -0.05159863 -0.9499402|0.04330306 0.5910234 -0.02942642 0.8049536|0.05740349 -0.6515741 0.1942272 0.7310485|-0.155508 0.9775121 -0.08697139 0.1127977|-0.6905606 -0.08531194 -0.05749827 0.7159204|-0.6782352 -0.04451867 0.05165581 0.731674
0.2821717 -0.1241705 -0.05250357 -0.9498444|0.05650089 0.5858484 -0.04060283 0.8074285|0.07678999 -0.6457521 0.2007663 0.7326667|-0.1557665 0.9774531 -0.08651651 0.1133012|-0.69052 -0.08519898 -0.05744388 0.7159773|-0.6782674 -0.044564 0.05172745 0.7316363
0.2824111 -0.1239151 -0.05316821 -0.9497696|0.07050948 0.5811568 -0.0511605 0.8091155|0.09532684 -0.6411401 0.209671 0.7320452|-0.1560942 0.9774333 -0.08595822 0.1134454|-0.6904694 -0.08514461 -0.05756793 0.7160226|-0.6782892 -0.04454149 0.05172668 0.7316175
0.2827409 -0.1236958 -0.05370782 -0.9496697|0.08466449 0.5773835 -0.0603559 0.8098255|0.1153947 -0.636068 0.2177597 0.7312198|-0.1563888 0.977544 -0.08522598 0.1126362|-0.6904289 -0.08506697 -0.05756415 0.7160712|-0.6783203 -0.04446634 0.05166512 0.7315975
0.2830871 -0.1236523 -0.05384615 -0.9495644|0.09907959 0.5761748 -0.07055707 0.808225|0.1380725 -0.6309543 0.2272064 0.7288415|-0.1564011 0.9776384 -0.08459729 0.1122732|-0.6904406 -0.08501174 -0.05757639 0.7160655|-0.678306 -0.04442733 0.05166493 0.7316132
0.2833109 -0.1240063 -0.05382391 -0.9494527|0.1127886 0.5761079 -0.08114376 0.8054776|0.16036 -0.6258353 0.2368462 0.7256161|-0.1560298 0.977735 -0.08420109 0.1122464|-0.6904919 -0.08506022 -0.05761295 0.7160073|-0.6783752 -0.04449846 0.05168678 0.7315432
0.283289 -0.1242587 -0.05387621 -0.9494233|0.1265734 0.5741582 -0.09083229 0.8037854|0.1813617 -0.6208777 0.244415 0.7224128|-0.1560291 0.9777132 -0.08412 0.112497|-0.6904609 -0.08502816 -0.05763286 0.7160395|-0.6783259 -0.04450486 0.05168097 0.731589
0.2829653 -0.1243913 -0.05407011 -0.9494914|0.1389846 0.5724971 -0.105019 0.8011875|0.2007056 -0.6189002 0.2499419 0.7170837|-0.1559239 0.9775856 -0.0846126 0.1133796|-0.6904177 -0.08493291 -0.0575954 0.7160953|-0.6783635 -0.0445126 0.05170976 0.7315516
0.2827613 -0.1242881 -0.05444931 -0.9495441|0.1503959 0.5713126 -0.1180789 0.7981481|0.2191018 -0.6182364 0.2513517 0.7117587|-0.1560442 0.9775247 -0.08449417 0.1138262|-0.6903636 -0.08494652 -0.05757586 0.7161475|-0.6782785 -0.04441833 0.05166171 0.7316395
0.2825781 -0.1239398 -0.05495014 -0.9496152|0.1631294 0.5693462 -0.1264867 0.7957606|0.2387608 -0.6150749 0.2517932 0.7080087|-0.1561851 0.9774866 -0.08409927 0.1142523|-0.6904124 -0.08500766 -0.05759741 0.7160915|-0.6783525 -0.04438414 0.0516882 0.7315711
